# BUSCO version is: 5.4.7 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2024-01-08, number of genomes: 16, number of BUSCOs: 5286)
Busco_id	Status	Sequence	Gene_Start	Gene_End	Strand	Score	Length	OrthoDB_url	Description
1066at7088	Complete	Hmel221001o	4606101	4588979	-	1398.1	818	https://v10-1.orthodb.org/?query=1066at7088	Protein kinase domain
1068at7088	Complete	Hmel206001o	6635441	6631411	-	1208.1	672	https://v10-1.orthodb.org/?query=1068at7088	Molybdenum cofactor sulfurase
1070at7088	Complete	Hmel213001o	7137181	7121879	-	1462.7	757	https://v10-1.orthodb.org/?query=1070at7088	Rho GTPase-activating protein domain
1075at7088	Complete	Hmel210001o	13615946	13638168	+	1429.3	723	https://v10-1.orthodb.org/?query=1075at7088	Low-density lipoprotein (LDL) receptor class A repeat
1076at7088	Complete	Hmel202001o	3452592	3475435	+	1653.6	828	https://v10-1.orthodb.org/?query=1076at7088	JmjC domain
1078at7088	Complete	Hmel220003o	4675255	4679058	+	1798.1	1086	https://v10-1.orthodb.org/?query=1078at7088	Tetratricopeptide repeat
1079at7088	Complete	Hmel210001o	9287592	9298544	+	1786.6	819	https://v10-1.orthodb.org/?query=1079at7088	Importin-beta, N-terminal domain
1080at7088	Complete	Hmel216002o	9916578	9919938	+	1944.3	903	https://v10-1.orthodb.org/?query=1080at7088	26S proteasome non-ATPase regulatory subunit 1
1082at7088	Complete	Hmel215003o	6051445	6063252	+	1222.2	723	https://v10-1.orthodb.org/?query=1082at7088	DNA topoisomerase, type IA, central
1083at7088	Complete	Hmel221001o	106006	112235	+	907.9	581	https://v10-1.orthodb.org/?query=1083at7088	uncharacterized protein LOC111360563
1084at7088	Complete	Hmel213001o	13477116	13449997	-	2090.3	1270	https://v10-1.orthodb.org/?query=1084at7088	ARID DNA-binding domain
1085at7088	Complete	Hmel213001o	7168328	7149639	-	2002.4	1399	https://v10-1.orthodb.org/?query=1085at7088	Serine-threonine/tyrosine-protein kinase, catalytic domain
1086at7088	Complete	Hmel219001o	12561947	12574327	+	1475.2	743	https://v10-1.orthodb.org/?query=1086at7088	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain
1088at7088	Complete	Hmel215003o	118891	134784	+	1507.5	853	https://v10-1.orthodb.org/?query=1088at7088	Tuberin, N-terminal
1089at7088	Complete	Hmel217001o	4755776	4758631	+	1537.0	821	https://v10-1.orthodb.org/?query=1089at7088	Ankyrin repeat
1090at7088	Complete	Hmel221001o	3701078	3685054	-	1654.8	789	https://v10-1.orthodb.org/?query=1090at7088	Peptidase S8/S53 domain
1094at7088	Complete	Hmel202001o	3359835	3370565	+	1543.1	780	https://v10-1.orthodb.org/?query=1094at7088	Formyl transferase, C-terminal
1100at7088	Complete	Hmel204001o	5278703	5286198	+	1525.0	1015	https://v10-1.orthodb.org/?query=1100at7088	Elongator complex protein 1
1107at7088	Complete	Hmel220003o	7182724	7194045	+	1728.5	902	https://v10-1.orthodb.org/?query=1107at7088	Rab-GTPase-TBC domain
1108at7088	Complete	Hmel202001o	5274821	5284979	+	1394.1	858	https://v10-1.orthodb.org/?query=1108at7088	Helicase, C-terminal
1111at7088	Complete	Hmel208001o	5579904	5570652	-	2041.9	1328	https://v10-1.orthodb.org/?query=1111at7088	Ankyrin repeat
1113at7088	Complete	Hmel212001o	14225430	14235015	+	1272.3	988	https://v10-1.orthodb.org/?query=1113at7088	centrosomal protein of 131 kDa
1114at7088	Complete	Hmel208001o	6209941	6201035	-	869.7	475	https://v10-1.orthodb.org/?query=1114at7088	Right handed beta helix domain
1117at7088	Complete	Hmel209001o	7264842	7251717	-	2157.8	1172	https://v10-1.orthodb.org/?query=1117at7088	Formin, FH2 domain
1118at7088	Complete	Hmel219001o	9185653	9181314	-	1929.8	1089	https://v10-1.orthodb.org/?query=1118at7088	FERM, C-terminal PH-like domain
1120at7088	Complete	Hmel201001o	10234781	10224135	-	1342.4	730	https://v10-1.orthodb.org/?query=1120at7088	HEAT repeat
1121at7088	Complete	Hmel204001o	4291355	4383457	+	1875.7	963	https://v10-1.orthodb.org/?query=1121at7088	Elongation factor EFG, domain V-like
1123at7088	Complete	Hmel213001o	16539259	16559127	+	1857.9	1048	https://v10-1.orthodb.org/?query=1123at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
1124at7088	Complete	Hmel209001o	2155951	2099753	-	1701.1	834	https://v10-1.orthodb.org/?query=1124at7088	START domain
1126at7088	Complete	Hmel207001o	8181543	8178114	-	1400.7	951	https://v10-1.orthodb.org/?query=1126at7088	A0A0L7LJ02_9NEOP
1130at7088	Complete	Hmel214004o	920485	936163	+	1318.1	670	https://v10-1.orthodb.org/?query=1130at7088	Translation elongation factor EFG/EF2, domain IV
1131at7088	Complete	Hmel211001o	612192	573161	-	1566.1	735	https://v10-1.orthodb.org/?query=1131at7088	Carboxylesterase, type B
1133at7088	Complete	Hmel215003o	3136498	3147878	+	1134.7	613	https://v10-1.orthodb.org/?query=1133at7088	Protein kinase domain
1134at7088	Complete	Hmel213001o	5142117	5137667	-	1796.5	858	https://v10-1.orthodb.org/?query=1134at7088	Zinc finger C2H2-type
1135at7088	Complete	Hmel218003o	8058894	8063897	+	1415.8	847	https://v10-1.orthodb.org/?query=1135at7088	MMS19, N-terminal
1136at7088	Complete	Hmel210001o	8924944	8915625	-	1567.1	854	https://v10-1.orthodb.org/?query=1136at7088	Pentatricopeptide repeat
1139at7088	Complete	Hmel201001o	9932344	9941852	+	1607.8	866	https://v10-1.orthodb.org/?query=1139at7088	uncharacterized protein LOC106099436
1140at7088	Complete	Hmel202001o	8336100	8339738	+	1747.9	1042	https://v10-1.orthodb.org/?query=1140at7088	RNA polymerase II-associated protein 1, C-terminal
1141at7088	Complete	Hmel211001o	3547311	3532777	-	1707.7	1290	https://v10-1.orthodb.org/?query=1141at7088	Bromodomain
1143at7088	Complete	Hmel213001o	14273931	14266975	-	2442.9	1876	https://v10-1.orthodb.org/?query=1143at7088	Zona pellucida domain
1144at7088	Complete	Hmel221001o	9198239	9157475	-	1620.5	736	https://v10-1.orthodb.org/?query=1144at7088	WD40 repeat
1145at7088	Complete	Hmel203003o	4963150	4968427	+	1529.0	775	https://v10-1.orthodb.org/?query=1145at7088	WD40 repeat
1150at7088	Complete	Hmel215003o	5404838	5365756	-	1912.2	1033	https://v10-1.orthodb.org/?query=1150at7088	SH3 domain
1152at7088	Complete	Hmel217001o	4859995	4852302	-	2204.3	1221	https://v10-1.orthodb.org/?query=1152at7088	Domain of unknown function DUF4211
1153at7088	Complete	Hmel212001o	14770404	14785722	+	1384.2	789	https://v10-1.orthodb.org/?query=1153at7088	Formin, FH3 domain
1154at7088	Complete	Hmel216002o	8150839	8114311	-	1766.9	968	https://v10-1.orthodb.org/?query=1154at7088	Formin, FH3 domain
1161at7088	Complete	Hmel202001o	3833219	3851735	+	2377.0	1548	https://v10-1.orthodb.org/?query=1161at7088	Protein kinase domain
1165at7088	Complete	Hmel219001o	10314937	10330918	+	1383.5	788	https://v10-1.orthodb.org/?query=1165at7088	Saposin B type, region 2
1167at7088	Complete	Hmel207001o	14186289	14171418	-	1925.9	913	https://v10-1.orthodb.org/?query=1167at7088	STAG
1168at7088	Complete	Hmel209001o	624642	554939	-	1923.9	1161	https://v10-1.orthodb.org/?query=1168at7088	Zinc finger, LIM-type
1171at7088	Complete	Hmel212001o	11159456	11106507	-	1823.2	1002	https://v10-1.orthodb.org/?query=1171at7088	uncharacterized protein LOC105385595
1172at7088	Complete	Hmel209001o	475433	481511	+	1213.5	908	https://v10-1.orthodb.org/?query=1172at7088	Chitin binding domain
1173at7088	Complete	Hmel214004o	3054633	3047589	-	1744.7	1225	https://v10-1.orthodb.org/?query=1173at7088	B-block binding subunit of TFIIIC
1174at7088	Complete	Hmel213001o	11175481	11158789	-	2058.7	1373	https://v10-1.orthodb.org/?query=1174at7088	RNA polymerase II-binding domain
1178at7088	Complete	Hmel220003o	5713604	5699823	-	1709.3	842	https://v10-1.orthodb.org/?query=1178at7088	Kinesin motor domain
1179at7088	Complete	Hmel202001o	2928389	2931208	+	1698.4	844	https://v10-1.orthodb.org/?query=1179at7088	UNC-45/Cro1/She4, central domain
1180at7088	Complete	Hmel216002o	9237062	9360710	+	1030.7	530	https://v10-1.orthodb.org/?query=1180at7088	PDZ domain
1182at7088	Complete	Hmel214004o	4681689	4671860	-	1276.8	897	https://v10-1.orthodb.org/?query=1182at7088	uncharacterized protein LOC106132540
1187at7088	Complete	Hmel218003o	72685	84125	+	1684.2	883	https://v10-1.orthodb.org/?query=1187at7088	FERM, C-terminal PH-like domain
1197at7088	Complete	Hmel201001o	1775318	1766856	-	1869.7	1245	https://v10-1.orthodb.org/?query=1197at7088	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
1198at7088	Complete	Hmel209001o	3522566	3519639	-	1750.2	881	https://v10-1.orthodb.org/?query=1198at7088	Mediator complex, subunit Med24,
1199at7088	Complete	Hmel209001o	6068636	6086883	+	1408.6	691	https://v10-1.orthodb.org/?query=1199at7088	MCM domain
1200at7088	Complete	Hmel219001o	11649084	11640522	-	1407.6	705	https://v10-1.orthodb.org/?query=1200at7088	Glycosyl transferase, family 35
1206at7088	Complete	Hmel207001o	8969163	8973666	+	1330.6	758	https://v10-1.orthodb.org/?query=1206at7088	Xylosyltransferase
1208at7088	Complete	Hmel201001o	7552460	7541381	-	1762.0	977	https://v10-1.orthodb.org/?query=1208at7088	uncharacterized protein LOC105389405
1212at7088	Complete	Hmel217001o	9627025	9639645	+	2074.7	2070	https://v10-1.orthodb.org/?query=1212at7088	mucin-2-like isoform X1
1214at7088	Complete	Hmel201001o	10090418	10197094	+	1537.8	800	https://v10-1.orthodb.org/?query=1214at7088	Ankyrin repeat
1217at7088	Complete	Hmel211001o	2664928	2652236	-	1645.9	1154	https://v10-1.orthodb.org/?query=1217at7088	Methyl-CpG DNA binding
1218at7088	Complete	Hmel211001o	4638027	4619243	-	1548.4	821	https://v10-1.orthodb.org/?query=1218at7088	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain
1220at7088	Complete	Hmel204001o	6255942	6269358	+	1591.3	794	https://v10-1.orthodb.org/?query=1220at7088	Ras GTPase-activating domain
1222at7088	Complete	Hmel218003o	6861164	6873137	+	1696.1	906	https://v10-1.orthodb.org/?query=1222at7088	exportin-4-like
1223at7088	Complete	Hmel201001o	16172806	16175361	+	1484.3	742	https://v10-1.orthodb.org/?query=1223at7088	Endonuclease/exonuclease/phosphatase
1234at7088	Complete	Hmel219001o	11129178	11065600	-	1362.2	815	https://v10-1.orthodb.org/?query=1234at7088	Tetratricopeptide repeat
1235at7088	Complete	Hmel215003o	2467765	2516401	+	1051.9	813	https://v10-1.orthodb.org/?query=1235at7088	GW182, middle domain
1236at7088	Complete	Hmel209001o	5080111	5090646	+	1446.8	908	https://v10-1.orthodb.org/?query=1236at7088	DNA mismatch repair protein MutS, core
1237at7088	Complete	Hmel201001o	11691763	11687717	-	1762.4	1120	https://v10-1.orthodb.org/?query=1237at7088	Fanconi anaemia protein FANCD2
1242at7088	Complete	Hmel217001o	4550390	4544317	-	1355.9	765	https://v10-1.orthodb.org/?query=1242at7088	Peptidase M14, carboxypeptidase A
1245at7088	Complete	Hmel201001o	9479054	9473523	-	1668.4	911	https://v10-1.orthodb.org/?query=1245at7088	Rab-GTPase-TBC domain
1246at7088	Complete	Hmel214004o	1751068	1788923	+	1413.0	719	https://v10-1.orthodb.org/?query=1246at7088	Zinc finger, LIM-type
1248at7088	Complete	Hmel206001o	7631269	7704906	+	1738.1	1027	https://v10-1.orthodb.org/?query=1248at7088	uncharacterized protein LOC106103491
1250at7088	Complete	Hmel204001o	5337190	5297962	-	1685.3	975	https://v10-1.orthodb.org/?query=1250at7088	Peptidase M12B, ADAM/reprolysin
1251at7088	Complete	Hmel201001o	11519195	11526527	+	1835.0	1037	https://v10-1.orthodb.org/?query=1251at7088	Dbl homology (DH) domain
1253at7088	Complete	Hmel210001o	11962753	11892700	-	1418.2	661	https://v10-1.orthodb.org/?query=1253at7088	CP2 transcription factor
1256at7088	Complete	Hmel211001o	5186555	5178781	-	1673.0	1038	https://v10-1.orthodb.org/?query=1256at7088	DNA-binding RFX-type winged-helix domain
1258at7088	Complete	Hmel201001o	1718091	1703536	-	1558.2	795	https://v10-1.orthodb.org/?query=1258at7088	Glycoside hydrolase family 31
1259at7088	Complete	Hmel213001o	12135555	12133003	-	1622.4	748	https://v10-1.orthodb.org/?query=1259at7088	RING-type zinc-finger, LisH dimerisation motif
1263at7088	Complete	Hmel203003o	9189573	9185483	-	1381.6	846	https://v10-1.orthodb.org/?query=1263at7088	Zinc finger C2H2-type
1264at7088	Complete	Hmel207001o	8579333	8591679	+	1348.2	1023	https://v10-1.orthodb.org/?query=1264at7088	DNA2/NAM7 helicase, AAA domain
1273at7088	Complete	Hmel201001o	8888009	8885514	-	1692.4	750	https://v10-1.orthodb.org/?query=1273at7088	pre-mRNA-splicing factor SYF1
1275at7088	Complete	Hmel219001o	13423227	13408235	-	1478.2	717	https://v10-1.orthodb.org/?query=1275at7088	Glycosyl transferase, family 20
1278at7088	Complete	Hmel210001o	10354797	10368047	+	1453.5	820	https://v10-1.orthodb.org/?query=1278at7088	Organic anion transporter polypeptide
1281at7088	Complete	Hmel211001o	2665900	2668287	+	1499.5	695	https://v10-1.orthodb.org/?query=1281at7088	RUN domain
1283at7088	Complete	Hmel205001o	1121215	1109449	-	1333.2	733	https://v10-1.orthodb.org/?query=1283at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
1291at7088	Complete	Hmel215003o	173221	169548	-	1542.0	763	https://v10-1.orthodb.org/?query=1291at7088	Clathrin, heavy chain/VPS, 7-fold repeat
1295at7088	Complete	Hmel215003o	8900995	8890229	-	1812.0	1041	https://v10-1.orthodb.org/?query=1295at7088	Bromo adjacent homology (BAH) domain
1298at7088	Complete	Hmel206001o	6953760	6973869	+	1295.0	755	https://v10-1.orthodb.org/?query=1298at7088	Laminin EGF domain
1299at7088	Complete	Hmel207001o	9262136	9265842	+	1389.8	803	https://v10-1.orthodb.org/?query=1299at7088	DIS3-like exonuclease 2
1300at7088	Complete	Hmel202001o	4860280	4849069	-	1440.8	730	https://v10-1.orthodb.org/?query=1300at7088	Condensin complex subunit 1, C-terminal
1304at7088	Complete	Hmel201001o	8510662	8520759	+	1544.7	1374	https://v10-1.orthodb.org/?query=1304at7088	IBR domain
1306at7088	Complete	Hmel219001o	12631322	12627660	-	1349.4	648	https://v10-1.orthodb.org/?query=1306at7088	Ribonucleotide reductase large subunit, C-terminal
1307at7088	Complete	Hmel212001o	7883425	7928347	+	1860.7	985	https://v10-1.orthodb.org/?query=1307at7088	IPT domain
1313at7088	Complete	Hmel212001o	12262190	12251494	-	1465.9	827	https://v10-1.orthodb.org/?query=1313at7088	ubiquitin conjugation factor E4 A
1314at7088	Complete	Hmel212001o	15458878	15476828	+	1472.5	917	https://v10-1.orthodb.org/?query=1314at7088	uncharacterized protein LOC110997172
1317at7088	Complete	Hmel210001o	5407039	5361641	-	2455.8	1593	https://v10-1.orthodb.org/?query=1317at7088	S phase cyclin A-associated protein in the endoplasmic reticulum, N-terminal
1318at7088	Complete	Hmel207001o	1672810	1699184	+	1747.0	1610	https://v10-1.orthodb.org/?query=1318at7088	PAN/Apple domain
1319at7088	Complete	Hmel221001o	1181210	1193792	+	1606.0	728	https://v10-1.orthodb.org/?query=1319at7088	WD40 repeat
1320at7088	Complete	Hmel219001o	13056100	13065263	+	1049.8	618	https://v10-1.orthodb.org/?query=1320at7088	ERCC4 domain
1324at7088	Complete	Hmel215003o	6730669	6741959	+	1422.7	832	https://v10-1.orthodb.org/?query=1324at7088	CLEC16A/TT9, N-terminal
1325at7088	Complete	Hmel217001o	8206199	8202982	-	720.3	402	https://v10-1.orthodb.org/?query=1325at7088	Rab-GTPase-TBC domain
1326at7088	Complete	Hmel211001o	9505477	9535394	+	1722.1	951	https://v10-1.orthodb.org/?query=1326at7088	uncharacterized protein LOC101740930
1330at7088	Complete	Hmel208001o	6867274	6876755	+	1403.6	645	https://v10-1.orthodb.org/?query=1330at7088	Sec23/Sec24, helical domain
1335at7088	Complete	Hmel213001o	12605970	12618606	+	1362.3	776	https://v10-1.orthodb.org/?query=1335at7088	uncharacterized protein LOC106135550
1336at7088	Complete	Hmel201001o	11660668	11646618	-	1643.8	863	https://v10-1.orthodb.org/?query=1336at7088	WD40/YVTN repeat-like-containing domain superfamily
1338at7088	Complete	Hmel220003o	9044805	9047570	+	1257.2	793	https://v10-1.orthodb.org/?query=1338at7088	LOC101741846
1343at7088	Complete	Hmel205001o	8348470	8353350	+	1458.3	804	https://v10-1.orthodb.org/?query=1343at7088	Bromodomain
1346at7088	Complete	Hmel221001o	3035994	3027805	-	1859.0	1431	https://v10-1.orthodb.org/?query=1346at7088	BTB/POZ domain
1347at7088	Complete	Hmel215003o	4544168	4536736	-	1420.6	756	https://v10-1.orthodb.org/?query=1347at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
1348at7088	Complete	Hmel211001o	6287780	6268105	-	1842.0	1123	https://v10-1.orthodb.org/?query=1348at7088	SEA domain
1350at7088	Complete	Hmel208001o	7799084	7723941	-	1381.9	708	https://v10-1.orthodb.org/?query=1350at7088	Sodium/calcium exchanger domain, C-terminal extension
1351at7088	Complete	Hmel219001o	1693083	1706182	+	1287.1	720	https://v10-1.orthodb.org/?query=1351at7088	AMP-dependent synthetase/ligase
1353at7088	Complete	Hmel210001o	11999604	11981163	-	1787.6	1098	https://v10-1.orthodb.org/?query=1353at7088	TRAPP III complex, Trs85
1355at7088	Complete	Hmel221001o	5667299	5558469	-	1597.1	858	https://v10-1.orthodb.org/?query=1355at7088	coiled-coil domain-containing protein AGAP005037 isoform X1
1356at7088	Complete	Hmel208001o	6152133	6174285	+	1503.9	796	https://v10-1.orthodb.org/?query=1356at7088	Zinc finger C2H2-type
1358at7088	Complete	Hmel211001o	6014200	6019282	+	1744.5	915	https://v10-1.orthodb.org/?query=1358at7088	integrator complex subunit 8
1360at7088	Complete	Hmel212001o	589712	617980	+	1857.7	1215	https://v10-1.orthodb.org/?query=1360at7088	uncharacterized protein LOC106138012
1362at7088	Complete	Hmel210001o	14192820	14229973	+	1683.4	865	https://v10-1.orthodb.org/?query=1362at7088	SH3 domain
1366at7088	Complete	Hmel209001o	2709393	2692753	-	1391.3	764	https://v10-1.orthodb.org/?query=1366at7088	Tubulin-tyrosine ligase/Tubulin polyglutamylase
1368at7088	Complete	Hmel215003o	7602188	7613866	+	1215.2	650	https://v10-1.orthodb.org/?query=1368at7088	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
1369at7088	Complete	Hmel203003o	864060	877931	+	1501.6	707	https://v10-1.orthodb.org/?query=1369at7088	uncharacterized protein LOC106106296
1372at7088	Complete	Hmel213001o	7456866	7472607	+	1563.4	1102	https://v10-1.orthodb.org/?query=1372at7088	Protein kinase domain
1377at7088	Complete	Hmel217001o	4772302	4762527	-	1481.0	734	https://v10-1.orthodb.org/?query=1377at7088	Gamma tubulin complex component, C-terminal
1380at7088	Complete	Hmel205001o	4452318	4455542	+	935.8	599	https://v10-1.orthodb.org/?query=1380at7088	Hemocyanin, C-terminal
1382at7088	Complete	Hmel208001o	3925031	3907862	-	1547.0	1237	https://v10-1.orthodb.org/?query=1382at7088	ARID DNA-binding domain
1388at7088	Complete	Hmel205001o	7215402	7233532	+	1900.0	1144	https://v10-1.orthodb.org/?query=1388at7088	AAA ATPase, AAA+ lid domain
1390at7088	Complete	Hmel220003o	14515298	14529135	+	1371.7	765	https://v10-1.orthodb.org/?query=1390at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
1391at7088	Complete	Hmel219001o	10892143	10869893	-	1487.0	737	https://v10-1.orthodb.org/?query=1391at7088	PDZ domain
1392at7088	Complete	Hmel208001o	5922657	5930355	+	1213.7	730	https://v10-1.orthodb.org/?query=1392at7088	beta-mannosidase
1395at7088	Complete	Hmel206001o	7493995	7447269	-	1456.1	846	https://v10-1.orthodb.org/?query=1395at7088	Peptidase M12B, ADAM/reprolysin
1396at7088	Complete	Hmel219001o	10597306	10585966	-	1235.9	673	https://v10-1.orthodb.org/?query=1396at7088	DBB domain
1397at7088	Complete	Hmel204001o	1481108	1490436	+	1440.8	749	https://v10-1.orthodb.org/?query=1397at7088	Importin-beta, N-terminal domain
1398at7088	Complete	Hmel206001o	6420501	6418042	-	1459.4	713	https://v10-1.orthodb.org/?query=1398at7088	Far11/STRP, C-terminal
1401at7088	Complete	Hmel212001o	9452075	9463436	+	1350.7	769	https://v10-1.orthodb.org/?query=1401at7088	PAN2 domain
1403at7088	Complete	Hmel210001o	14353797	14348018	-	1841.9	1059	https://v10-1.orthodb.org/?query=1403at7088	Leucine-rich repeat
1407at7088	Complete	Hmel203003o	7895119	7906137	+	1392.7	708	https://v10-1.orthodb.org/?query=1407at7088	Vps16, C-terminal
1411at7088	Complete	Hmel211001o	1477013	1457724	-	1883.9	1075	https://v10-1.orthodb.org/?query=1411at7088	BRCT domain
1413at7088	Complete	Hmel211001o	3394745	3406730	+	1406.0	674	https://v10-1.orthodb.org/?query=1413at7088	Ion transport domain
1417at7088	Complete	Hmel201001o	12335835	12319822	-	1556.1	765	https://v10-1.orthodb.org/?query=1417at7088	Carboxylesterase, type B
1418at7088	Complete	Hmel206001o	1758513	1741704	-	1428.5	784	https://v10-1.orthodb.org/?query=1418at7088	ERAP1-like C-terminal domain
1419at7088	Complete	Hmel206001o	11728423	11737971	+	1217.6	788	https://v10-1.orthodb.org/?query=1419at7088	RNA recognition motif domain
1421at7088	Complete	Hmel210001o	12077375	12073156	-	1335.5	730	https://v10-1.orthodb.org/?query=1421at7088	Aminoacyl-tRNA synthetase, class Ia
1422at7088	Complete	Hmel201001o	11922628	11912528	-	1772.6	1024	https://v10-1.orthodb.org/?query=1422at7088	Timeless protein
1431at7088	Complete	Hmel213001o	1874274	1842824	-	1440.8	757	https://v10-1.orthodb.org/?query=1431at7088	Storkhead-box protein, winged-helix domain
1432at7088	Complete	Hmel210001o	11771105	11783044	+	1310.3	644	https://v10-1.orthodb.org/?query=1432at7088	ATP-dependent 6-phosphofructokinase
1436at7088	Complete	Hmel202001o	3928079	3940447	+	1419.8	860	https://v10-1.orthodb.org/?query=1436at7088	Protein kinase domain
1437at7088	Complete	Hmel201001o	8745747	8752112	+	1445.8	729	https://v10-1.orthodb.org/?query=1437at7088	WD40 repeat
1440at7088	Complete	Hmel214004o	2958745	2969960	+	1431.3	826	https://v10-1.orthodb.org/?query=1440at7088	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
1441at7088	Complete	Hmel215003o	6876791	6884612	+	1302.7	650	https://v10-1.orthodb.org/?query=1441at7088	Peptidase M13, N-terminal domain
1442at7088	Complete	Hmel209001o	2554304	2500475	-	1340.6	695	https://v10-1.orthodb.org/?query=1442at7088	PAS fold
1443at7088	Complete	Hmel220003o	4191619	4167358	-	1326.7	737	https://v10-1.orthodb.org/?query=1443at7088	PDZ domain
1444at7088	Complete	Hmel204001o	9037935	9048166	+	1613.3	746	https://v10-1.orthodb.org/?query=1444at7088	Glycoside hydrolase family 31
1446at7088	Complete	Hmel208001o	8672412	8652186	-	1438.7	708	https://v10-1.orthodb.org/?query=1446at7088	Putative 5-3 exonuclease
1449at7088	Complete	Hmel217001o	9292920	9276848	-	1698.6	983	https://v10-1.orthodb.org/?query=1449at7088	PDZ domain
1451at7088	Complete	Hmel201001o	9201567	9194753	-	1306.5	674	https://v10-1.orthodb.org/?query=1451at7088	Nucleoporin interacting component Nup93/Nic96
1453at7088	Complete	Hmel218003o	6853117	6842066	-	1617.9	953	https://v10-1.orthodb.org/?query=1453at7088	Sodium:neurotransmitter symporter
1459at7088	Complete	Hmel201001o	5233664	5246101	+	1391.1	784	https://v10-1.orthodb.org/?query=1459at7088	Dynamin superfamily
1461at7088	Complete	Hmel209001o	4969309	4941166	-	1709.8	951	https://v10-1.orthodb.org/?query=1461at7088	Thrombospondin type-1 (TSP1) repeat
1463at7088	Complete	Hmel208001o	8564081	8547851	-	2093.7	1216	https://v10-1.orthodb.org/?query=1463at7088	WHIM2 domain
1465at7088	Complete	Hmel220003o	7546159	7554635	+	1675.2	742	https://v10-1.orthodb.org/?query=1465at7088	Armadillo
1468at7088	Complete	Hmel206001o	13806949	13761568	-	1212.7	742	https://v10-1.orthodb.org/?query=1468at7088	Vinculin/alpha-catenin
1469at7088	Complete	Hmel203003o	7986123	8023616	+	1342.0	705	https://v10-1.orthodb.org/?query=1469at7088	SH2 domain
1472at7088	Complete	Hmel204001o	4879769	4870894	-	1443.0	797	https://v10-1.orthodb.org/?query=1472at7088	conserved oligomeric Golgi complex subunit 1
1473at7088	Complete	Hmel219001o	11681963	11670655	-	1554.1	805	https://v10-1.orthodb.org/?query=1473at7088	Rap GTPase activating protein domain
1477at7088	Complete	Hmel220003o	1499129	1490195	-	2255.3	1581	https://v10-1.orthodb.org/?query=1477at7088	uncharacterized protein LOC106109422
1479at7088	Complete	Hmel218003o	7749042	7737906	-	1734.4	984	https://v10-1.orthodb.org/?query=1479at7088	Tetratricopeptide repeat
1488at7088	Complete	Hmel219001o	12166548	12158772	-	1237.4	847	https://v10-1.orthodb.org/?query=1488at7088	ATP-dependent DNA helicase Q5-like
1489at7088	Complete	Hmel212001o	12864528	12860164	-	996.3	641	https://v10-1.orthodb.org/?query=1489at7088	BTB/POZ domain
1490at7088	Complete	Hmel210001o	11727995	11705002	-	1993.9	1283	https://v10-1.orthodb.org/?query=1490at7088	PDZ domain
1496at7088	Complete	Hmel218003o	10577511	10548660	-	1359.9	740	https://v10-1.orthodb.org/?query=1496at7088	Chloride channel, voltage gated
1500at7088	Complete	Hmel207001o	8174897	8170068	-	1438.4	813	https://v10-1.orthodb.org/?query=1500at7088	GTP binding domain
1501at7088	Complete	Hmel201001o	13001480	13010617	+	1547.5	861	https://v10-1.orthodb.org/?query=1501at7088	Peptidase M16, C-terminal
1503at7088	Complete	Hmel220003o	3385857	3377606	-	1078.9	679	https://v10-1.orthodb.org/?query=1503at7088	Protein kinase domain
1504at7088	Missing
1505at7088	Complete	Hmel216002o	5336042	5458355	+	2585.9	1773	https://v10-1.orthodb.org/?query=1505at7088	Bromo adjacent homology (BAH) domain
1506at7088	Complete	Hmel214004o	2033472	2024818	-	1345.3	651	https://v10-1.orthodb.org/?query=1506at7088	AAA ATPase, AAA+ lid domain
1507at7088	Complete	Hmel218003o	4047730	4032514	-	1504.3	697	https://v10-1.orthodb.org/?query=1507at7088	Cullin, N-terminal
1508at7088	Complete	Hmel214004o	7114270	7049074	-	1663.4	944	https://v10-1.orthodb.org/?query=1508at7088	zinc finger SWIM domain-containing protein 4-like
1509at7088	Complete	Hmel207001o	2677938	2711490	+	1059.3	628	https://v10-1.orthodb.org/?query=1509at7088	Phosphatidylinositol-4-phosphate 5-kinase, core
1510at7088	Complete	Hmel217001o	6287729	6292844	+	888.6	550	https://v10-1.orthodb.org/?query=1510at7088	Myc-type, basic helix-loop-helix (bHLH) domain
1511at7088	Complete	Hmel220003o	3367404	3359319	-	1438.0	842	https://v10-1.orthodb.org/?query=1511at7088	Protein-tyrosine phosphatase receptor IA-2 ectodomain
1514at7088	Complete	Hmel201001o	8331156	8344038	+	2089.5	1228	https://v10-1.orthodb.org/?query=1514at7088	SET domain
1515at7088	Complete	Hmel201001o	12508461	12505111	-	1309.4	928	https://v10-1.orthodb.org/?query=1515at7088	RAWUL domain
